login_id,q1_answer,q2_answer,q3_answer,q4_answer,q5_answer,q6_answer,q7_answer,q8_answer,q9_answer,q10_answer,q11_answer,q12_answer,q13_answer,q14_answer,q15_answer,q16_answer,q17_answer,q18_answer,q19_answer,q20_answer,q1_level,q2_level,q3_level,q4_level,q5_level,q6_level,q7_level,q8_level,q9_level,q10_level,q11_level,q12_level,q13_level,q14_level,q15_level,q16_level,q17_level,q18_level,q19_level,q20_level
8092641244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641245,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641246,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641247,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641249,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641250,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641251,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641252,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641253,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641254,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641255,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641257,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641258,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641265,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641266,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641267,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641268,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092641269,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,,,,,,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,Pre-primary,1,Pre-primary,Pre-primary,1,,,,,
8092640906,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640909,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640910,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640911,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640914,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640924,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640936,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640937,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640942,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640946,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640947,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640951,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640953,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640957,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
8092640958,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary,Pre-primary,1,1,1,1,2,2,2,2,Pre-primary,Pre-primary,Pre-primary,Pre-primary
